symbol,name,lastsale,marketcap,adr_tso,ipoyear,sector,industry,summary_quote,serialid
DAIO,Data I/O Corporation,5.98,48130125.68,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio,775
DWCH,Datawatch Corporation,8.5,102209465.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch,776
PLAY,Dave & Buster&#39;s Entertainment Inc.,66.28,2786197977.24,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play,777
DTEA,DAVIDsTEA Inc.,6.25,159096937.5,n/a,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea,778
DFNL,Davis Select Financial ETF,21.06,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfnl,779
DUSA,Davis Select U.S. Equity ETF,20.72,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dusa,780
DWLD,Davis Select Worldwide ETF,21.92,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwld,781
DWSN,Dawson Geophysical Company,4.99,108101503.72,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn,782
DBVT,DBV Technologies S.A.,35.37,869351519.34,24578782,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt,783
DFRG,Del Frisco&#39;s Restaurant Group Inc.,17.55,383016921.3,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg,784
TACO,Del Taco Restaurants Inc.,13.45,518079231.9,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco,785
TACOW,Del Taco Restaurants Inc.,3.8743,0,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tacow,786
DCTH,Delcath Systems Inc.,0.0523,5933851.8833,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth,787
DMPI,DelMar Pharmaceuticals Inc.,2.25,30288701.25,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi,788
DGAS,Delta Natural Gas Company Inc.,29.9,213141312.8,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas,789
DELT,Delta Technology Holdings Limited,2.55,24528072.6,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt,790
DELTW,Delta Technology Holdings Limited,0.08,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/deltw,791
DENN,Denny&#39;s Corporation,12.14,855662490.98,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn,792
XRAY,DENTSPLY SIRONA Inc.,65.59,15098259435.56,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray,793
DEPO,Depomed Inc.,11.35,706993384.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo,794
DERM,Dermira Inc.,31.96,1326935990.08,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm,795
DEST,Destination Maternity Corporation,3.68,51474504.16,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest,796
DXLG,Destination XL Group Inc.,2.25,112474473.75,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg,797
DSWL,Deswell Industries Inc.,1.9,30506854.1,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl,798
DTRM,Determine Inc. ,3.41,40459008.92,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm,799
DXCM,DexCom Inc.,76.21,6580613621.67,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm,800
DXTR,Dextera Surgical Inc.,0.6802,6072709.966,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxtr,801
DHXM,DHX Media Ltd.,3.9287,108868688.9301,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhxm,802
DHIL,Diamond Hill Investment Group Inc.,203.41,699967779.47,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil,803
FANG,Diamondback Energy Inc.,99.65,9778459484.95,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang,804
DCIX,Diana Containerships Inc.,0.4967,4649744.7958,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix,805
DRNA,Dicerna Pharmaceuticals Inc.,3.11,64669940.23,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna,806
DFBG,Differential Brands Group Inc.,2,26595376,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg,807
DFFN,Diffusion Pharmaceuticals Inc.,2.9,30002347.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dffn,808
DGII,Digi International Inc.,10.7,282810137.8,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii,809
DGLT,Digiliti Money Group Inc.,3.2,31312944,n/a,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/dglt,810
DMRC,Digimarc Corporation,29.5,315392760,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc,811
DRAD,Digirad Corporation,4.65,92897625.6,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad,812
DGLY,Digital Ally Inc.,4.05,23002910.55,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly,813
APPS,Digital Turbine Inc.,1.17,77961787.02,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps,814
DCOM,Dime Community Bancshares Inc.,19.5,732602286,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom,815
DMTX,Dimension Therapeutics Inc.,1.35,33808733.1,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx,816
DIOD,Diodes Incorporated,22.94,1109124981.82,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod,817
DISCA,Discovery Communications Inc.,27.09,10566232036.92,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca,818
DISCB,Discovery Communications Inc.,27.5,10726149170,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb,819
DISCK,Discovery Communications Inc.,26.46,10320505710.48,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck,820
DISH,DISH Network Corporation,61.6,28699983312,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish,821
DVCR,Diversicare Healthcare Services Inc.,11.15,72016021.4,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr,822
SAUC,Diversified Restaurant Holdings Inc.,2.83,75474252.01,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc,823
DLHC,DLH Holdings Corp.,4.93,55421157.02,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc,824
BOOM,DMC Global Inc.,13.075,192518784.25,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom,825
DNBF,DNB Financial Corp,34,144556576,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf,826
HVBC,HV Bancorp Inc.,14.1,30767962.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hvbc,827
DLTR,Dollar Tree Inc.,82,19376430752,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr,828
DGICA,Donegal Group Inc.,16.58,449689441.74,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica,829
DGICB,Donegal Group Inc.,15.85,429890087.55,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb,830
DMLP,Dorchester Minerals L.P.,16.75,513813469.25,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp,831
DORM,Dorman Products Inc.,83.15,2873270534.2,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm,832
EAGL,Double Eagle Acquisition Corp.,10,625000000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/eagl,833
EAGLU,Double Eagle Acquisition Corp.,10.4501,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/eaglu,834
EAGLW,Double Eagle Acquisition Corp.,0.47,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/eaglw,835
DRWI,DragonWave Inc,0.95,8078882.65,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi,836
DRYS,DryShips Inc.,0.99,9408439.26,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys,837
DSPG,DSP Group Inc.,12.4,275413932.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg,838
DLTH,Duluth Holdings Inc.,21.13,685491451.73,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth,839
DNKN,Dunkin&#39; Brands Group Inc.,55.97,5152951706.52,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn,840
DRRX,DURECT Corporation,0.8,113525238.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx,841
DXPE,DXP Enterprises Inc.,35.3,612407803.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe,842
DYSL,Dynasil Corporation of America,1.38,23405254.02,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl,843
DYNT,Dynatronics Corporation,3.2,14706054.4,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt,844
DVAX,Dynavax Technologies Corporation,5.5,254403237,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax,845
ETFC,E*TRADE Financial Corporation,35.8,9845233988.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc,846
EBMT,Eagle Bancorp Montana Inc.,18.85,71845059.65,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebmt,847
EGBN,Eagle Bancorp Inc.,60.55,2065363890.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn,848
EGLE,Eagle Bulk Shipping Inc.,4.56,337914039.36,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle,849
EGRX,Eagle Pharmaceuticals Inc.,89.54,1369801365.24,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx,850
IGLE,Eagleline Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igle,851
EWBC,East West Bancorp Inc.,55.7,8046502263.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc,852
EACQ,Easterly Acquisition Corp.,9.95,248750000,n/a,n/a,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacq,853
EACQU,Easterly Acquisition Corp.,10.23,0,n/a,n/a,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqu,854
EACQW,Easterly Acquisition Corp.,0.35,0,n/a,n/a,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqw,855
EML,Eastern Company (The),27,168914646,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml,856
EVBS,Eastern Virginia Bankshares Inc.,11.32,148479912,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs,857
EVGBC,Eaton Vance NextShares Trust,99.98,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evgbc,858
EVSTC,Eaton Vance NextShares Trust,99.98,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evstc,859
EVLMC,Eaton Vance NextShares Trust II,99.98,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlmc,860
EBAY,eBay Inc.,33.5,36258323871,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay,861
EBAYL,eBay Inc.,26.62,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebayl,862
EBIX,Ebix Inc.,62.25,1968578313,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix,863
ELON,Echelon Corporation,5.91,26225394.51,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon,864
ECHO,Echo Global Logistics Inc.,19.8,577093512.6,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo,865
SATS,EchoStar Corporation,58.74,5571929843.7,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats,866
EEI,Ecology and Environment Inc.,10.5,45088071,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei,867
ESES,Eco-Stim Energy Solutions Inc.,1.32,19865590.8,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/eses,868
EDAP,EDAP TMS S.A.,2.49,72389389.56,29072044,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap,869
EDGE,Edge Therapeutics Inc.,10.36,319206476.96,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge,870
EDGW,Edgewater Technology Inc.,7.13,95693790.57,n/a,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/edgw,871
EDIT,Editas Medicine Inc.,18.63,770262659.55,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit,872
EDUC,Educational Development Corporation,9,36740547,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ,873
EGAN,eGain Corporation,1.75,47434574.25,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan,874
EGLT,Egalet Corporation,2.98,76179009.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt,875
EHTH,eHealth Inc.,17.69,324735683.8,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth,876
EIGR,Eiger BioPharmaceuticals Inc.,7.85,65681185.5,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr,877
EKSO,Ekso Bionics Holdings Inc.,2.44,62548345.92,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ekso,878
LOCO,El Pollo Loco Holdings Inc.,13.9,534740631.1,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco,879
EMITF,Elbit Imaging Ltd.,3.4292,31517118.7936,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf,880
ESLT,Elbit Systems Ltd.,117.86,5038265608.24,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt,881
ERI,Eldorado Resorts Inc.,20,944105680,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri,882
ESIO,Electro Scientific Industries Inc.,7.11,232286700.42,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio,883
EA,Electronic Arts Inc.,95.74,29513245814.98,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea,884
EFII,Electronics for Imaging Inc.,46,2137520640,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii,885
ELSE,Electro-Sensors Inc.,3.8996,13241173.6916,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else,886
ELEC,Electrum Special Acquisition Corporation,9.95,248750000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/elec,887
ELECU,Electrum Special Acquisition Corporation,10.15,253750000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/elecu,888
ELECW,Electrum Special Acquisition Corporation,0.19,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/elecw,889
EBIO,Eleven Biotherapeutics Inc.,1.8,44461342.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio,890
DWAC,Elkhorn Commodity Rotation Strategy ETF,25.101,2510150.202,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwac,891
ESBK,Elmira Savings Bank NY (The),20.8,56264000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk,892
ELTK,Eltek Ltd.,0.59,5984229.58,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk,893
EMCI,EMC Insurance Group Inc.,26.48,562276505.36,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci,894
EMCF,Emclaire Financial Corp,29.56,63623702.48,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf,895
EMKR,EMCORE Corporation,9.85,261857531.85,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr,896
EMMS,Emmis Communications Corporation,2.64,32726152.8,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms,897
NYNY,Empire Resorts Inc.,22.7,707950506.9,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny,898
ERS,Empire Resources Inc.,7,57753185,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers,899
ENTA,Enanta Pharmaceuticals Inc.,30.84,587232674.28,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta,900
ECPG,Encore Capital Group Inc,32.8,844188064.8,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg,901
WIRE,Encore Wire Corporation,43.9,910728810.9,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire,902
ENDP,Endo International plc,11.42,2547936047.96,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp,903
ECYT,Endocyte Inc.,2.28,96833592.72,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt,904
ELGX,Endologix Inc.,7.47,619451841.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx,905
NDRA,ENDRA Life Sciences Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ndra,906
NDRAW,ENDRA Life Sciences Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ndraw,907
EIGI,Endurance International Group Holdings Inc.,8.05,1146031930.75,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi,908
WATT,Energous Corporation,13.24,272599723.72,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/watt,909
EFOI,Energy Focus Inc.,3.39,39930209.97,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/efoi,910
EHR,Energy Hunter Resources Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ehr,911
ERII,Energy Recovery Inc.,7.8,420694552.2,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii,912
EXXI,Energy XXI Gulf Coast Inc.,27.37,909001327.78,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/exxi,913
ENOC,EnerNOC Inc.,5.4,164325353.4,n/a,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/enoc,914
ENG,ENGlobal Corporation,1.5,40724373,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eng,915
ENPH,Enphase Energy Inc.,1.16,97760661.12,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph,916
ESGR,Enstar Group Limited,190.55,3701306462.6,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr,917
ENFC,Entegra Financial Corp.,23.55,152018664.75,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/enfc,918
ENTG,Entegris Inc.,24.75,3506434074,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg,919
ENTL,Entellus Medical Inc.,12.04,263873648.64,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/entl,920
ETRM,EnteroMedics Inc.,4.19,28939818.82,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/etrm,921
EBTC,Enterprise Bancorp Inc,33.12,383089832.64,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc,922
EFSC,Enterprise Financial Services Corporation,42.65,999845058.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc,923
EGT,Entertainment Gaming Asia Incorporated,2.1786,31511749.692,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/egt,924
ENZY          ,Enzymotec Ltd.,8.65,198473142.8,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/enzy,925
EPZM,Epizyme Inc.,16.3,951239067.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm,926
PLUS,ePlus inc.,72.1,2042006682.8,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/plus,927
EQIX,Equinix Inc.,426.25,33209929898.75,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqix,928
EQFN,Equitable Financial Corp.,10.495,35585417.49,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/eqfn,929
EQBK,Equity Bancshares Inc.,31.52,384614510.24,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/eqbk,930
ERIC,Ericsson,6.62,2159532820.54,326213417,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric,931
ERIE,Erie Indemnity Company,118.91,6217788203.88,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie,932
ESCA,Escalade Incorporated,12.25,175744968,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/esca,933
ESPR,Esperion Therapeutics Inc.,35.01,789686890.38,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr,934
ESSA,ESSA Bancorp Inc.,14.76,169711099.92,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa,935
EPIX,ESSA Pharma Inc.,1.75,50919555.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epix,936
ESND,Essendant Inc.,16.96,635992351.04,n/a,n/a,Consumer Services,Paper,http://www.nasdaq.com/symbol/esnd,937
ETSY,Etsy Inc.,11.66,1358579894.76,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/etsy,938
CLWT,Euro Tech Holdings Company Limited,3.15,6495013.35,n/a,n/a,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt,939
EEFT,Euronet Worldwide Inc.,84.71,4440498877.68,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft,940
ESEA,Euroseas Ltd.,1.39,15175600.22,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea,941
EVEP,EV Energy Partners L.P.,1.38,68129039.22,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep,942
EVBG,Everbridge Inc.,22.69,617979961.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evbg,943
EVK,Ever-Glory International Group Inc.,2.7,39940657.2,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/evk,944
MRAM,Everspin Technologies Inc.,9.21,115126639.38,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mram,945
EVLV,EVINE Live Inc.,1.3,79160008.2,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/evlv,946
EVGN,Evogene Ltd.,5.13,130608820.17,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/evgn,947
EVOK,Evoke Pharma Inc.,2.8,43087310,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok,948
EVOL,Evolving Systems Inc.,5.09,63446341,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/evol,949
EXA,Exa Corporation,13.1,195143940.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/exa,950
EXAS,Exact Sciences Corporation,35.43,3939565226.46,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas,951
EXAC,Exactech Inc.,29.55,422588433.15,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac,952
EXEL,Exelixis Inc.,21.69,6344592828.12,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel,953
EXFO,EXFO Inc,4.7,107757788.3,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/exfo,954
EXLS,ExlService Holdings Inc.,49.68,1685522224.08,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/exls,955
EXPE,Expedia Inc.,140.38,21189938315.82,n/a,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/expe,956
EXPD,Expeditors International of Washington Inc.,54.39,9828069962.13,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/expd,957
EXPO,Exponent Inc.,61.15,1582021250.55,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/expo,958
ESRX,Express Scripts Holding Company,61.58,36549392660,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/esrx,959
XOG,Extraction Oil & Gas Inc.,15.32,2632506148.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xog,960
EXTR,Extreme Networks Inc.,8.91,963802843.74,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/extr,961
EYEG,Eyegate Pharmaceuticals Inc.,2.053,21012214.799,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyeg,962
EYEGW,Eyegate Pharmaceuticals Inc.,0.14,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyegw,963
EZPW,EZCORP Inc.,9,488628774,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ezpw,964
FFIV,F5 Networks Inc.,128.57,8242751270,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv,965
FB,Facebook Inc.,150.24,435299960899.68,n/a,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/fb,966
